[40]rt_x,[40]rt_y,[40]rt_z,[41]rt_x,[41]rt_y,[41]rt_z,[42]rt_x,[42]rt_y,[42]rt_z,[43]rt_x,[43]rt_y,[43]rt_z,[44]rt_x,[44]rt_y,[44]rt_z,[45]rt_x,[45]rt_y,[45]rt_z,[46]rt_x,[46]rt_y,[46]rt_z,[47]rt_x,[47]rt_y,[47]rt_z,[48]rt_x,[48]rt_y,[48]rt_z,[49]rt_x,[49]rt_y,[49]rt_z,[50]rt_x,[50]rt_y,[50]rt_z,[51]rt_x,[51]rt_y,[51]rt_z,[52]rt_x,[52]rt_y,[52]rt_z,[53]rt_x,[53]rt_y,[53]rt_z,[54]rt_x,[54]rt_y,[54]rt_z,[55]rt_x,[55]rt_y,[55]rt_z,[56]rt_x,[56]rt_y,[56]rt_z,[57]rt_x,[57]rt_y,[57]rt_z,[58]rt_x,[58]rt_y,[58]rt_z,FingersNumber
-52.46079,0,-40.06525,-30.38651,0,7.818823,-4.510757,0,0,0,0,0,-15,0,1.689569,0,0,-1.434284,0,0,-0.717142,0,0,0,0,0,0.111067,0,0,0.111067,0,0,0.111067,0,0,0,15,0,-79.78462,0,0,-79.78462,0,0,-79.78462,0,0,0,25,0,-95.80862,0,0,-95.80862,0,0,-95.80862,3
-52.44076,0,-40.02113,-30.34647,0,7.862943,-4.520766,0,0,0,0,0,-15,0,2.698609,0,0,-1.628063,0,0,-0.8140314,0,0,0,0,0,0.0426797,0,0,0.0426797,0,0,0.0426797,0,0,0,15,0,-79.73144,0,0,-79.73144,0,0,-79.73144,0,0,0,25,0,-95.75309,0,0,-95.75309,0,0,-95.75309,3
-52.46434,0,-39.94956,-30.39365,0,7.934533,-4.513449,0,0,0,0,0,-15,0,3.574725,0,0,-1.816946,0,0,-0.908473,0,0,0,0,0,-0.1533886,0,0,-0.1533886,0,0,-0.1533886,0,0,0,15,0,-79.82586,0,0,-79.82586,0,0,-79.82586,0,0,0,25,0,-95.83996,0,0,-95.83996,0,0,-95.83996,3
-52.48988,0,-39.85339,-30.44476,0,8.030688,-4.538965,0,0,0,0,0,-15,0,4.377756,0,0,-1.264188,0,0,-0.632094,0,0,0,0,0,-0.2778686,0,0,-0.2778686,0,0,-0.2778686,0,0,0,15,0,-79.88546,0,0,-79.88546,0,0,-79.88546,0,0,0,25,0,-95.89684,0,0,-95.89684,0,0,-95.89684,3
-52.50962,0,-39.78946,-30.48421,0,8.094616,-4.540047,0,0,0,0,0,-15,0,4.941626,0,0,-1.307776,0,0,-0.6538878,0,0,0,0,0,-0.3484512,0,0,-0.3484512,0,0,-0.3484512,0,0,0,15,0,-79.9277,0,0,-79.9277,0,0,-79.9277,0,0,0,25,0,-95.93906,0,0,-95.93906,0,0,-95.93906,3
-52.52584,0,-39.75449,-30.51666,0,8.129585,-4.497237,0,0,0,0,0,-15,0,5.269499,0,0,-1.355658,0,0,-0.6778291,0,0,0,0,0,-0.4223661,0,0,-0.4223661,0,0,-0.4223661,0,0,0,15,0,-79.98874,0,0,-79.98874,0,0,-79.98874,0,0,0,25,0,-95.99975,0,0,-95.99975,0,0,-95.99975,3
-52.52878,0,-39.72354,-30.5225,0,8.16056,-4.474399,0,0,0,0,0,-15,0,5.46128,0,0,-1.396808,0,0,-0.6984041,0,0,0,0,0,-0.5176357,0,0,-0.5176357,0,0,-0.5176357,0,0,0,15,0,-80.04023,0,0,-80.04023,0,0,-80.04023,0,0,0,25,0,-96.05709,0,0,-96.05709,0,0,-96.05709,3
-52.56156,0,-39.7165,-30.58808,0,8.167574,-4.332755,0,0,0,0,0,-15,0,5.612544,0,0,-1.426262,0,0,-0.7131312,0,0,0,0,0,-0.6453164,0,0,-0.6453164,0,0,-0.6453164,0,0,0,15,0,-80.11002,0,0,-80.11002,0,0,-80.11002,0,0,0,25,0,-96.12972,0,0,-96.12972,0,0,-96.12972,3
-52.58636,0,-39.7079,-30.63772,0,8.176169,-4.18619,0,0,0,0,0,-15,0,5.791398,0,0,-1.43196,0,0,-0.7159799,0,0,0,0,0,-0.7759818,0,0,-0.7759818,0,0,-0.7759818,0,0,0,15,0,-80.19375,0,0,-80.19375,0,0,-80.19375,0,0,0,25,0,-96.20622,0,0,-96.20622,0,0,-96.20622,3
-52.5647,0,-39.68764,-30.59435,0,8.196436,-4.181204,0,0,0,0,0,-15,0,6.041891,0,0,-1.437248,0,0,-0.7186242,0,0,0,0,0,-0.8785793,0,0,-0.8785793,0,0,-0.8785793,0,0,0,15,0,-80.26886,0,0,-80.26886,0,0,-80.26886,0,0,0,25,0,-96.29093,0,0,-96.29093,0,0,-96.29093,3
